id,name,popularity,artist_id,artist_name,artist_popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
6UhQGt6luVNdmRaXst3Tx3,Space Travel,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,1,4,0.0102,0.629,0.751,0.236,0.703,-8.139,0.084,0.311,144.952,242293
6uWaUmas6TLTU1uRHc1BEs,Bell,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,1,4,0.0191,0.775,0.53,0.318,0.119,-9.148,0.0465,0.18,85.018,151040
1VY6s5cYJp2iqFqL4tk2xy,High,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,4,0.00458,0.58,0.649,0.132,0.184,-10.785,0.0375,0.064,129.995,233673
39an1oaYsWHOi07afDVkuF,We Will Walk - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,0,4,0.00141,0.636,0.716,0.895,0.32,-16.724,0.0392,0.18,120.035,234026
3M900Fvqp6flVgoX3VFKHk,Like Fire - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.223,0.68,0.527,0.165,0.0692,-12.181,0.0713,0.329,128.001,296279
3rfg0sQUvtFaozjZZGeFG2,Seven - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,0,4,0.00146,0.752,0.736,0.0146,0.14,-12.212,0.133,0.495,127.992,220322
7zOKgFMzghVb5RYdYJKU5B,Café Del Mar 2016 - Dimitri Vegas & Like Mike vs Klaas Instrumental Radio Mix,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,0,4,0.0208,0.563,0.966,0.951,0.414,-4.294,0.0407,0.482,128.012,173906
0npj6FBsA8LCTMZHcSnY2B,Space Travel,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.0877,0.495,0.733,0.593,0.152,-10.831,0.149,0.212,127.886,261362
1ESmlBi16LK5QRlFhqmc0h,Mueve El Butty,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00284,0.689,0.725,0.00729,0.208,-10.973,0.0924,0.354,104.927,177161
1FgBsJHKTWBw88maK1JSut,Let The Song Play (feat. Neisha Neshae) [ANR169],1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,1,4,0.0583,0.706,0.851,0.0,0.0907,-5.101,0.0667,0.512,99.486,183288
1IPMS6wXx27RHeeu9LxCQF,Mueve El Butty - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,0,4,0.000897,0.759,0.538,0.0178,0.0523,-11.126,0.0812,0.295,105.005,247440
22NxTKsgBWyo8wEhbu0hnD,Ring The Alarm,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,1,4,0.000172,0.701,0.676,0.799,0.0657,-7.701,0.0339,0.042,127.978,253154
74lnyWS8UzKjYpDkVjxMaX,Like Fire,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.557,0.614,0.584,0.00119,0.0832,-10.957,0.0525,0.181,128.076,221274
0VL4MULvWF4dimT3JxOc3W,Catching The Fish,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,1,4,0.000473,0.843,0.812,0.483,0.0442,-8.826,0.0581,0.856,126.011,366677
0z6OgW7RzXLWvg9hnQEdes,Bodhisattva,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,9,0,4,0.465,0.602,0.417,0.856,0.133,-14.276,0.0383,0.0592,150.013,249182
1xSfe9qY22kH7QVLAABAmJ,รอยต่อ,16,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,1,4,0.00086,0.529,0.724,0.00449,0.106,-6.649,0.0413,0.127,128.002,238461
2Q8DjJBDibzxKiTl9M3vD4,Kai,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,0,4,0.0432,0.703,0.728,0.855,0.105,-6.43,0.036,0.662,100.006,201639
1C8wZup8tc6rbqfvOGezrk,Kitty Queen - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.0016,0.734,0.881,0.287,0.105,-11.501,0.0451,0.521,128.0,291587
1R7VRv04cu8qmAYvyXNKGz,Cafe Del Mar 2016 - Dimitri Vegas & Like Mike Edit,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,4,0,4,0.00462,0.64,0.924,0.832,0.281,-3.385,0.0688,0.307,128.038,226836
4IT9rnRQNnX7hOf1wfKoTS,Opa,3,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,9,1,4,6.77e-05,0.799,0.752,0.75,0.0793,-7.956,0.0538,0.797,126.006,244301
4JE42usrhwEkUJWKeDeMpB,Vocal Groove,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,1,4,0.000546,0.812,0.701,0.634,0.0495,-7.886,0.0859,0.462,124.999,399890
4Jn8bEZefZ6vn6DGYECxCu,Café Del Mar 2016 - Dimitri Vegas & Like Mike Vocal Mix,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00723,0.697,0.935,0.0117,0.145,-2.672,0.176,0.361,128.01,225000
4dJAKxwcndY7IMRvgAAdP7,Say Yes,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,1,4,0.00022,0.803,0.651,0.676,0.116,-7.822,0.0533,0.441,126.033,220303
34W7bq7itK6bVDmj5dvWdD,Say Yes - (x2x Remix),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,0,4,0.00598,0.743,0.715,0.603,0.36,-7.936,0.0667,0.443,127.949,161255
3fu6VUnxjAkvH6G6wqvWhG,Intro,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,1,4,0.141,0.552,0.737,0.914,0.194,-9.548,0.112,0.2,130.14,95106
3sZRX4YuyYokFlN5siaGd5,Like Fire,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.223,0.68,0.527,0.165,0.0692,-12.181,0.0713,0.329,128.001,296279
3z0J9FiNtNGJXCuuASpCDC,Fuego,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,3,0.00236,0.433,0.6,2.6e-05,0.066,-10.292,0.353,0.353,150.149,133787
4IK9W1GLEchhyZWVfFdI56,Rozum czy serce,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,4,0,4,0.0198,0.319,0.6,0.000135,0.268,-7.584,0.0564,0.418,94.983,222129
72SQvJccqlCf4eaKFWDKX9,All We Love,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.00845,0.569,0.78,0.398,0.392,-7.46,0.0613,0.206,127.998,343623
0kWsZ0ALCFnF35i01bEgAt,Lorenzo,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,9,0,4,0.121,0.784,0.695,0.851,0.0958,-6.867,0.0544,0.0792,115.002,300748
1QJDEct0hiCYZCth5Zpzxa,Poison,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,1,4,0.00125,0.781,0.846,0.858,0.656,-9.852,0.0495,0.406,125.997,297148
3N2pbWnC61kEpvqP4aope0,Save Me,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,1,4,0.0601,0.803,0.6,0.936,0.0782,-10.509,0.0584,0.511,123.992,346477
4CPT6EVlYD3lje6n8G9uR1,Force - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,4,0.086,0.602,0.904,0.165,0.139,-4.371,0.0515,0.315,128.012,255029
6MykFSAeH9r7VJqjVdvg5z,Don't Call Me,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,1,4,0.000786,0.806,0.766,0.705,0.0804,-6.785,0.0515,0.852,125.004,320575
1nA4dCCk3ZsWqUm0C5tCxC,We Will Walk,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,0,4,0.00141,0.636,0.716,0.895,0.32,-16.724,0.0392,0.18,120.035,234026
1onW2ZXVy63cgL1bXQIudt,Café Del Mar 2016 - Dimitri Vegas & Like Mike vs Klaas Vocal Mix,1,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.012,0.595,0.89,0.0149,0.0237,-4.255,0.0483,0.369,128.036,259219
2w63SSmCRDnOaVtpEsD7Ay,High - Extended Mix,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,4,0.0072,0.694,0.577,0.225,0.108,-10.106,0.0505,0.0381,129.989,312019
4hausJqwl1oGeX1Y8lEYHa,Seven,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,4,0.00302,0.624,0.916,0.0209,0.0998,-6.164,0.0818,0.0978,127.974,242861
4sYxuTnw1CEYpr2QIQtZge,Like Fire (radio Edit),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.577,0.59,0.588,0.000531,0.375,-11.029,0.0572,0.18,128.046,269082
5B8BgBA3yvVOQAnqFYK5ke,Kitty Queen,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.00618,0.741,0.869,0.152,0.0945,-11.513,0.0542,0.348,128.025,226895
73JgOADeBB4fhWfz4BOe8h,Fuego,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,0,4,0.0737,0.41,0.635,0.0162,0.503,-13.301,0.0461,0.397,128.032,206738
73kU292GUXX9SWVmreepee,Fuego - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00463,0.576,0.746,0.135,0.137,-11.873,0.0569,0.285,128.032,288804
7rrvZqXkPW46jNGWX33UU0,Like Fire,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.0593,0.757,0.531,0.128,0.107,-11.806,0.142,0.2,128.0,316899
00AE3x3Jb7HWBT1VY98KG9,Café Del Mar 2016 - Dimitri Vegas & Like Mike Vocal Mix,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00723,0.697,0.935,0.0117,0.145,-2.672,0.176,0.361,128.01,225000
12ih9I17q7EzKA5QnA4YCm,Like Fire (Acoustic) - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.928,0.641,0.361,0.000185,0.101,-8.322,0.0324,0.0816,128.01,174385
3pqoIocF8EsrIV3DtTXaT7,All We Love - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.028,0.566,0.642,0.32,0.0983,-13.732,0.0697,0.224,127.99,394238
5PSkVs6gib4HyIawTf6iL1,คืนวันที่ 22 ของทุกเดือน,15,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,0,4,0.578,0.522,0.453,0.0862,0.0899,-13.335,0.0551,0.0964,129.953,298921
6Nss1KRzjX1WhMTQKDBwgi,Squad,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,1,4,0.000459,0.672,0.851,0.842,0.304,-6.322,0.0656,0.24,127.965,250635
6XWqFLjBI6NGGve5rAmaJl,Videogames,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,1,4,0.133,0.662,0.841,0.865,0.0724,-10.258,0.0681,0.665,127.99,243311
7emFvxd3iYFNb8BFDyygTU,Videogames - Deluxe Edition,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,1,4,0.133,0.662,0.841,0.865,0.0724,-10.258,0.0681,0.665,127.99,243311
12M6HnQhOx3pQX3HpuLw9v,Café Del Mar 2016 - Dimitri Vegas & Like Mike vs Klaas Edit,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.0265,0.554,0.959,0.00124,0.401,-4.121,0.0589,0.308,128.031,173906
19XILmkv1CfJnYyCxEFcTs,In Da House,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,1,4,0.0004,0.471,0.787,0.758,0.586,-7.136,0.0492,0.12,130.001,240010
2FlPlC083Ks3uxpeLWutMZ,Force,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,1,4,0.109,0.599,0.951,0.0373,0.0881,-3.968,0.0505,0.353,128.011,197388
37Z3EcfBvPVORbdE8vk64F,Café Del Mar 2016 - Dimitri Vegas & Like Mike vs Klaas Instrumental Vocal Mix,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.0077,0.594,0.894,0.945,0.0271,-4.39,0.0429,0.382,128.023,259219
3QMzi0M1tIkWpEmAykncTQ,Cinderella,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,4,0.014,0.847,0.642,0.888,0.107,-9.264,0.0684,0.912,139.994,207712
3WKpSgXfOmvHRAYUwUIz8q,It's Ok,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,0,4,0.00396,0.729,0.65,0.843,0.129,-8.647,0.162,0.469,123.048,343406
3qRHkSGECJmTChkFo7Twbn,What Is This,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00279,0.799,0.78,0.715,0.0847,-6.664,0.0507,0.556,124.995,264070
3x9FzrsA0wc3hwF2zpXKak,Maybe House,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,0,4,0.00274,0.836,0.74,0.928,0.099,-6.732,0.0501,0.451,128.015,330005
48iR5AX0nUaDmTrI1nSMSZ,My Therapy - Original Mix,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,0,4,0.00958,0.808,0.742,0.912,0.197,-10.198,0.072,0.792,125.97,460962
5wxEtcn6f3JclVXH4iwS5F,Aachen,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.232,0.831,0.868,0.853,0.127,-5.939,0.0623,0.384,123.002,288784
7HYlQtxbGJMF0bWvg1dLU5,Secure Zone,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,0,4,0.00599,0.335,0.672,0.803,0.0973,-7.766,0.034,0.153,130.007,302038
7INqJw5JkuLVtTHlBeoIVq,Waiting For You,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,0,4,0.00201,0.81,0.883,0.756,0.0481,-5.182,0.0545,0.74,124.992,343080
7hh6sAX9PI6rSzP9Q2HsN1,Ring the Alarm - Radio Edit,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,0,4,6.83e-05,0.625,0.767,0.738,0.518,-6.484,0.0337,0.0501,128.001,195014
7vyhd3tra6nzxJtj9ZxqWM,Mueve el Butty,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,6,0,4,0.00258,0.63,0.64,0.00474,0.209,-10.928,0.197,0.504,105.175,168018
0iLqXEvyFE8Imo4kzqLWjy,Kapitel 1 & Kapitel 2.1 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,9,0,1,0.854,0.616,0.293,0.0,0.139,-25.892,0.412,0.51,116.592,154148
0m86lgzDgoVXojIrSNusS7,Kapitel 1.11 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,3,1,4,0.767,0.614,0.259,0.0,0.243,-15.801,0.473,0.404,133.74,115300
0vBgVbWLxgJzEv6h47KZPn,Kapitel 6.8 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,1,3,0.78,0.519,0.0869,2.07e-06,0.251,-26.049,0.48,0.328,74.594,105100
1LOiK8TeQImOXL3WO7IbHU,Strolling Around,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,8,0,4,0.419,0.381,0.403,0.73,0.108,-12.817,0.0434,0.308,91.216,480867
1jXuXY6nMfHbp22jn7xWNS,Kapitel 6.12 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,9,0,4,0.928,0.491,0.013,4.83e-05,0.0953,-26.888,0.0704,0.772,85.386,96200
1nRlBoBNf5ZTameWi1Kbw9,Kapitel 5.13 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,0,5,0.805,0.553,0.0942,0.0,0.103,-27.603,0.314,0.123,95.63,95700
25AAENeKHzrgyIbgsO0tRl,Kapitel 2.20 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.873,0.674,0.122,5.01e-06,0.0811,-22.441,0.148,0.376,35.109,128400
2AyLF0oIfNxF6lAzRGjpp7,Kapitel 4.7 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,0,5,0.905,0.651,0.16,0.0,0.373,-23.05,0.483,0.479,79.491,133900
2FoKcpHqxGmfS8X0tZFbe6,Kapitel 6.11 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,3,1,3,0.812,0.669,0.141,0.0,0.13,-21.162,0.53,0.558,117.307,98100
41En5PAxNfSAPdN1B8gHnj,Kapitel 3.10 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,1,4,0.733,0.621,0.0794,0.0,0.135,-24.757,0.256,0.383,91.103,111300
4xkzolkWSMlu2Ss9wHMa3G,Kapitel 6.15 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,1,3,0.768,0.64,0.113,0.0,0.504,-24.228,0.489,0.709,123.95,99100
54pwVZqtec9Q1TBPMZV58e,Kapitel 2.12 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,0,3,0.818,0.708,0.163,0.0,0.386,-23.003,0.469,0.286,124.852,95100
5Nd9xAK6Bo07Atkf7NDymG,Purity,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,11,0,4,0.805,0.462,0.189,0.824,0.152,-17.08,0.0381,0.119,118.101,374227
5XmZu05KNWHWF3PGxTrySY,Kapitel 4.13 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,1,4,0.806,0.677,0.162,0.0,0.141,-22.145,0.515,0.53,125.91,106000
5tLRgI3ibmdricmGlKjnK4,Kapitel 3.4 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,1,5,0.84,0.611,0.0796,0.0,0.179,-25.16,0.114,0.575,110.122,99200
641ukPVTYEtQOAxyAYJJcp,Kapitel 1.16 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,3,1,4,0.764,0.593,0.427,0.0,0.175,-13.254,0.265,0.607,103.665,116200
6QhAa2yupWvZKwqTVHr9zW,Kapitel 1.14 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,3,1,3,0.766,0.623,0.295,0.0,0.343,-15.186,0.243,0.29,107.935,104500
72TlEmsQWWoWH0j6GB9K4y,Kapitel 4.17 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,0,3,0.87,0.67,0.146,1.28e-06,0.182,-24.656,0.385,0.705,124.666,102500
7JLpKFWWUxz9lAgqSzzfYR,Kapitel 4.12 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,1,3,0.884,0.653,0.142,0.0,0.109,-19.855,0.471,0.749,95.05,172200
1IwTpTEZbJy9JaztpqeQih,Kapitel 2.6 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,3,0.737,0.707,0.308,0.0,0.255,-13.884,0.393,0.456,99.233,102000
1WDYSaB6wKrXw2eUInOsl4,Kapitel 3.17 & Kapitel 4.1 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,0,3,0.915,0.683,0.115,0.0,0.0944,-24.177,0.463,0.335,110.911,105624
2nRycAjz51JxS2PwbLBaFu,Kapitel 2.14 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,0,1,0.707,0.585,0.273,0.0,0.358,-17.214,0.326,0.303,112.027,95200
3UjDllfLvEHJSqpokU28ej,Kapitel 2.11 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,1,1,5,0.844,0.623,0.103,0.0,0.112,-24.7,0.325,0.542,130.429,106000
3v8Cm7W0TQG9qbkkHBdQMR,Kapitel 2.16 & Kapitel 3.1 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,3,0.77,0.489,0.367,0.00018,0.168,-18.988,0.145,0.0684,100.219,100567
4VMOR8Cil14Xe4DqAEKLwT,Kapitel 5.3 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,0,4,0.805,0.575,0.0673,0.0,0.121,-24.619,0.36,0.53,76.053,95300
5BiJc90VU4Q66V7CDVG7mu,Kapitel 4.21 & Kapitel 5.1 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,5,0,4,0.838,0.549,0.0685,0.0,0.16,-27.992,0.381,0.304,167.583,123449
5lbHGDbCBztri4ALcAMkbi,Kapitel 2.13 - Sternenblick,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,10,0,4,0.777,0.648,0.362,0.0,0.238,-13.152,0.471,0.604,110.941,95700
5tAYfBg6sHxFqM96v06jIr,Kapitel 6.14 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,7,1,4,0.925,0.583,0.108,0.0,0.141,-24.217,0.38,0.685,86.887,106500
6M7QeUaAAh10kV4bygH7KA,Kapitel 6.16 - Trümmerseele (Hörbuch),0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,2,0,4,0.792,0.684,0.264,0.0,0.529,-23.278,0.683,0.819,85.392,145200
78seHMvySAjba3SXi3T8pd,No Need To Talk,0,1RQ3ZwCNI7KniEKIN5kkio,MATTN,59,0,0,4,0.63,0.378,0.4,0.879,0.0882,-12.651,0.0303,0.174,142.854,427040
6oJ6le65B3SEqPwMRNXWjY,Higher Love,83,23fqKkggKUBHNkbKtXEls4,Kygo,89,8,1,4,0.0154,0.693,0.678,6.05e-06,0.101,-7.159,0.0324,0.404,103.952,228267
7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,83,23fqKkggKUBHNkbKtXEls4,Kygo,89,1,1,4,0.344,0.58,0.586,0.0,0.0755,-6.883,0.0357,0.507,147.988,199549
2nx0EIlIKMnMgWnj40O0HQ,Freedom,70,23fqKkggKUBHNkbKtXEls4,Kygo,89,7,1,4,0.127,0.511,0.635,0.0,0.0866,-6.591,0.116,0.381,111.329,198635
3Be7CLdHZpyzsVijme39cW,What's Love Got to Do with It,83,23fqKkggKUBHNkbKtXEls4,Kygo,89,8,0,4,0.275,0.75,0.664,0.0,0.0632,-5.908,0.154,0.617,105.023,208156
5Gj1wG8b12VQdEd3hUuSwo,Freedom,77,23fqKkggKUBHNkbKtXEls4,Kygo,89,7,1,4,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,0.39,112.887,198635
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),76,23fqKkggKUBHNkbKtXEls4,Kygo,89,0,1,4,0.119,0.64,0.533,0.0,0.0864,-6.596,0.0706,0.515,99.968,220781
4idiz896oOOAOMWQjXY0LM,Forever Yours - Avicii Tribute,0,23fqKkggKUBHNkbKtXEls4,Kygo,89,10,1,4,0.253,0.53,0.612,0.0,0.246,-8.794,0.0518,0.433,119.255,193847
00ETaeHUQ6lops3oWU1Wrt,Hot Stuff,78,23fqKkggKUBHNkbKtXEls4,Kygo,89,5,1,4,0.019,0.681,0.773,1.28e-06,0.11,-5.749,0.148,0.429,119.961,199008
6Q3K9gVUZRMZqZKrXovbM2,I'll Wait,75,23fqKkggKUBHNkbKtXEls4,Kygo,89,1,1,4,0.148,0.611,0.651,1.84e-05,0.105,-6.973,0.0587,0.357,122.983,215361
1sgDyuLooyvEML4oHspNza,Lose Somebody,76,23fqKkggKUBHNkbKtXEls4,Kygo,89,1,1,4,0.344,0.58,0.586,0.0,0.0755,-6.883,0.0357,0.507,147.988,199549
3frUvGrmGcay91lvFbOgsN,Like It Is,76,23fqKkggKUBHNkbKtXEls4,Kygo,89,1,1,4,0.121,0.794,0.728,8.82e-06,0.227,-6.759,0.114,0.36,105.024,183067
14sOS5L36385FJ3OL8hew4,Happy Now,76,23fqKkggKUBHNkbKtXEls4,Kygo,89,9,1,4,0.374,0.693,0.575,0.0,0.252,-6.998,0.0801,0.492,117.999,211362
1I8tHoNBFTuoJAlh4hfVVE,Firestone,77,23fqKkggKUBHNkbKtXEls4,Kygo,89,11,0,4,0.393,0.704,0.634,3.17e-05,0.0952,-7.374,0.0428,0.411,113.927,271640
0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,72,23fqKkggKUBHNkbKtXEls4,Kygo,89,3,1,4,0.3,0.688,0.688,0.0,0.0982,-5.84,0.0357,0.451,114.011,193321
4dyrqiXUcK29hzrL2elqO3,Like It Is,71,23fqKkggKUBHNkbKtXEls4,Kygo,89,1,1,4,0.123,0.789,0.727,9.59e-06,0.222,-6.772,0.126,0.343,104.947,183067
5sIx4BlfYGuZeSLF40N9GH,Remind Me to Forget,71,23fqKkggKUBHNkbKtXEls4,Kygo,89,0,1,4,0.193,0.685,0.508,0.0,0.139,-6.4,0.0987,0.315,99.063,217287
5masKPHeAOVNgxdLebIcK7,Stole the Show,74,23fqKkggKUBHNkbKtXEls4,Kygo,89,8,0,4,0.271,0.64,0.635,0.0,0.319,-7.565,0.226,0.475,100.034,223187
78ldtCaBRJVp2i91B715L0,Broken Glass,72,23fqKkggKUBHNkbKtXEls4,Kygo,89,7,1,3,0.372,0.526,0.633,0.0,0.129,-7.002,0.134,0.272,171.044,203947
0L6UCE1Y0KX3MF2AtxlntI,Fragile,68,23fqKkggKUBHNkbKtXEls4,Kygo,89,5,1,4,0.177,0.47,0.422,0.000216,0.0879,-7.474,0.0522,0.218,149.505,230961
73h6Ma5QhBFrshEN2CTevS,Someday,67,23fqKkggKUBHNkbKtXEls4,Kygo,89,7,1,4,0.173,0.612,0.686,0.0,0.141,-6.838,0.12,0.326,122.115,223716
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",72,23fqKkggKUBHNkbKtXEls4,Kygo,89,9,0,4,0.381,0.591,0.705,0.000116,0.131,-6.519,0.079,0.27,121.799,215316
1kKYjjfNYxE0YYgLa7vgVY,Higher Love,69,23fqKkggKUBHNkbKtXEls4,Kygo,89,8,1,4,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,0.404,103.952,228267
0Zbbxnx4SGGHoIow4PpISP,Stargazing,70,23fqKkggKUBHNkbKtXEls4,Kygo,89,5,1,4,0.152,0.677,0.497,0.0,0.0911,-5.763,0.0809,0.419,99.137,236853
3o1CUVeHIid49sabk6A6Nf,Forever Yours - Avicii Tribute,71,23fqKkggKUBHNkbKtXEls4,Kygo,89,10,1,4,0.253,0.529,0.612,0.0,0.246,-8.794,0.052,0.434,119.272,193847
0r6b45jIxQGsaWU4t6OMol,Sexual Healing - Kygo Remix,67,23fqKkggKUBHNkbKtXEls4,Kygo,89,0,0,4,0.321,0.689,0.68,0.0211,0.0431,-7.196,0.0427,0.646,100.987,368317
4NmOJQxl9UZItUQQtMDYBb,The Truth,68,23fqKkggKUBHNkbKtXEls4,Kygo,89,7,0,4,0.166,0.629,0.539,0.0,0.189,-7.006,0.063,0.316,109.885,193747
